participant,state,file,window_id,window_start_sec,window_end_sec,duration_file_sec,n_peaks_total,synthetic,HR_mean,HR_min,HR_max,RR_mean,RR_median,SDNN,RMSSD,pNN50,NN_count,ECG_mean,ECG_std,ECG_rms,ECG_ptp,ECG_energy,ECG_skew,ECG_kurtosis,HR_mean_delta_basal,HR_mean_ratio_basal,RR_mean_delta_basal,RR_mean_ratio_basal,SDNN_delta_basal,SDNN_ratio_basal,RMSSD_delta_basal,RMSSD_ratio_basal,pNN50_delta_basal,pNN50_ratio_basal
P01,basal,P01_basal_ECGv2.txt,11,150.0,180.0,302.7,363,False,75.88083050271801,68.80733944954241,91.74311926605556,795.3888888888886,802.9999999999973,59.72665247503008,26.822698276965788,0.0,36,-0.00013791616766760164,1.0279455800081405,1.0279455892600258,8.382290097670031,1.0566721344791417,2.042388594938413,9.731696231165166,3.612056011122462,1.0499808670692559,-41.18369278026728,0.950770926895433,8.051636746958721,1.1558129520333138,-5.162100313593967,0.8386076967476184,-9.654198194408421,0.0
P01,basal,P01_basal_ECGv2.txt,12,165.0,195.0,302.7,363,False,76.64892293022037,69.36416184971253,91.74311926605556,786.5405405405406,800.0000000000114,53.20170976502576,25.99465757078398,0.0,37,-0.00012985727778814499,1.0294285951949815,1.029428603385405,8.307979740767488,1.0597232494680255,2.0218298200498928,9.446817279779397,4.380148438624815,1.060609142322376,-50.03204112861522,0.9401940223419829,1.526694036954403,1.0295441426663188,-5.990141019775777,0.8127191264682919,-9.654198194408421,0.0
P01,basal,P01_basal_ECGv2.txt,13,180.0,210.0,302.7,363,False,75.39804275408702,70.92198581560253,79.6812749003999,796.5135135135135,795.0000000000159,24.591802633334993,22.718690298719917,2.7777777777777777,37,9.333270070116851e-05,1.0217803469558693,1.0217803512185237,8.240557837373602,1.0440350861362495,2.0484241723525165,9.653110928878506,3.1292682624914647,1.0433004196418936,-40.05906815564231,0.9521152509257294,-27.083213094736365,0.47589347166808926,-9.266108291839839,0.7102964939546403,-6.876420416630643,0.28772744476974055
P01,basal,P01_basal_ECGv2.txt,14,195.0,225.0,302.7,363,False,72.69538570296639,65.35947712418255,79.6812749003999,828.1999999999999,816.0000000000025,49.512802860057576,20.931962612800138,2.941176470588235,35,0.00038410731099430297,0.9968391110003952,0.9968391850035212,8.214137442809424,0.9936883607584844,2.090572076329137,10.33266594464827,0.42661121137084024,1.0059031194920907,-8.37258166915592,0.9899918048324622,-2.162212868013782,0.9581574802145787,-11.052835977759617,0.6544347169651449,-6.7130217238201855,0.30465258857972527
P01,basal,P01_basal_ECGv2.txt,15,210.0,240.0,302.7,363,False,69.16439422519831,65.21739130434669,75.94936708860835,868.9393939393941,867.999999999995,35.67819659289537,24.16803157065425,3.125,33,0.0005468048184652159,0.9766352514726654,0.9766354045469505,8.273474031867575,0.9538167134145857,2.1488841010154083,11.101451343900232,-3.104380266397243,0.9570439614032992,32.366812270238256,1.038689783743162,-15.99681913517599,0.6904341699796318,-7.816767019905505,0.7556099345827174,-6.529198194408421,0.3236933753659581
P01,basal,P01_basal_ECGv2.txt,16,225.0,255.0,302.7,363,False,71.2181965405052,63.89776357827524,76.72634271099639,844.5142857142856,836.9999999999891,42.59893082652463,27.64640174438381,5.88235294117647,35,-0.00022000726525317222,0.9986549185269287,0.9986549427611239,8.260151328357946,0.9973116947012236,2.063595997792548,10.085431802359905,-1.0505779510903466,0.9854629062346626,7.941704045129768,1.0094931440727883,-9.076084901546729,0.824362222755622,-4.338396846175947,0.8643606638981177,-3.771845253231951,0.6093051771594505
P01,basal,P01_basal_ECGv2.txt,17,240.0,270.0,302.7,363,False,71.70309842698039,64.5161290322576,78.22685788787525,839.2571428571426,831.9999999999936,46.81901502666723,24.517700688670097,5.88235294117647,35,-0.000584696569192961,0.9832434199638476,0.9832435938119714,8.088432043712432,0.966767964772281,2.069708281840998,10.129079019664623,-0.5656760646151611,0.9921726074837349,2.6845611879867874,1.0032089997291453,-4.8560007014041275,0.9060280750187327,-7.467097901889659,0.7665422878700398,-3.771845253231951,0.6093051771594505
P01,basal,P01_basal_ECGv2.txt,18,255.0,285.0,302.7,363,False,68.16810507046537,58.65102639296373,78.22685788787525,885.7812500000009,888.4999999999934,71.69817308825598,48.62297346303225,22.58064516129032,32,-0.0019709219636810135,0.9283566401048323,0.9283587322582365,7.981624184301156,0.86184993576012,2.1681522223844736,11.514428664896691,-4.100669421130178,0.9432580744591558,49.20866833084506,1.0588217560664759,20.023157360184626,1.3874823660538815,16.638174872472497,1.5201900779635742,12.9264469668819,2.338945680063697
P01,basal,P01_basal_ECGv2.txt,19,270.0,300.0,302.7,363,False,66.56342827213471,58.13953488372193,80.53691275167736,907.406250000001,914.999999999992,73.87123032246326,57.960776503614035,35.483870967741936,32,0.00013099428838474152,0.9133356416792952,0.9133356510731603,7.981624184301156,0.8341820115212335,2.1379815977132632,11.371973456304577,-5.705346219460836,0.9210537848524838,70.83366833084517,1.0846712764474251,22.196214594391904,1.4295347428860923,25.97597791305428,1.8121351097305654,25.829672773333513,3.6754860686715243
P01,cognitivo,P01_cognitiva_ECGv2.txt,1,0.0,30.0,305.1,380,False,71.50834732594453,62.959076600209904,121.21212121212123,849.3823529411765,843.9999999999994,81.12691691936378,81.48452167575923,6.0606060606060606,34,-0.002707245529964242,1.1163404670246755,1.116343749700436,11.028240491924763,1.2462233674952297,1.452156412793546,6.774624354393891,-0.7604271656510235,0.989477790774777,12.809771272020612,1.01531220548307,29.45190119129242,1.5699446971874516,49.49972308519947,2.5476015253011224,-3.5935921338023604,0.6277689704067067
P01,cognitivo,P01_cognitiva_ECGv2.txt,2,15.0,45.0,305.1,380,False,70.79922496814532,62.959076600209904,76.1421319796954,849.4999999999999,839.0000000000005,43.180558195333674,19.35395973892035,0.0,34,-0.00021107721424882834,1.028644112572702,1.0286441342291666,9.138128589265964,1.0581087548840717,1.9381756439168358,9.050434559934585,-1.469549523450226,0.9796654982212113,12.927418330844034,1.015452835311732,-8.494457532737684,0.8356177078409045,-12.630838851639407,0.6050986903707635,-9.654198194408421,0.0
P01,cognitivo,P01_cognitiva_ECGv2.txt,3,30.0,60.0,305.1,380,False,75.22412578917441,67.87330316742079,83.44923504867859,800.3513513513512,794.0000000000041,47.54542635803752,18.366636418607136,0.0,37,0.0006400647920766795,1.0215116766287202,1.0215118771564806,8.698528368622043,1.043486515171757,1.9421608742382492,8.890840722011788,2.955351297578858,1.0408938897659397,-36.22123031780461,0.9567028239850571,-4.129589370033841,0.9200853775881769,-13.61816217195262,0.5742301727054805,-9.654198194408421,0.0
P01,cognitivo,P01_cognitiva_ECGv2.txt,4,45.0,75.0,305.1,380,False,78.47086081434074,72.72727272727248,83.44923504867859,765.4736842105262,763.9999999999993,26.00804121192831,20.086300292971718,0.0,38,0.00013418228886689,1.0192394216706464,1.0192394305031574,8.698528368622043,1.0388490166924005,1.8962356769408837,8.48710156617159,6.202086322745188,1.0858197245819694,-71.09889745862961,0.9150116809748046,-25.666974516143046,0.5033001121623267,-11.898498297588038,0.6279952095399515,-9.654198194408421,0.0
P01,cognitivo,P01_cognitiva_ECGv2.txt,5,60.0,90.0,305.1,380,False,74.13697154845325,67.56756756756825,82.87292817679597,811.8333333333335,816.4999999999977,45.43661204673712,20.630075133162673,0.0,36,0.0007311200676840781,0.9896161070077575,0.9896163770804032,8.061073261780184,0.9793405737857428,2.0323750052472005,9.502659404805065,1.8681970568576958,1.0258506812935504,-24.739248335822367,0.9704278518350891,-6.2384036813342405,0.8792762112707909,-11.354723457397082,0.6449962495387291,-9.654198194408421,0.0
